attributo,id,commento_raw,caption,candidato_ok,nuova_classe
Sapore,121,Sapone,Sapone.,False,OK
Sapore,125,Insipido,Insipido.,False,OK
Sapore,133,Grasso,Grasso.,False,OK
Sapore,134,Molto squilibrato,Molto squilibrato.,False,OK
Sapore,135,Appena percepiti e non sovrastanti,I sapori sono appena percepiti e non sovrastano.,False,OK
Sapore,136,Squilibrio..,C'è uno squilibrio.,False,OK
Sapore,137,Solo leggeri...,Solo leggeri sapori.,False,OK
Sapore,141,Prevale il sale,Il sale prevale.,False,OK
Sapore,163,Manca di pienezza. Scarno,Manca di pienezza e risulta scarno.,False,OK
Sapore,170,"Scarno, non pieno",Il formaggio è scarno e non pieno.,False,OK
Sapore,171,"Tanto umano, troppo","Ha un sapore molto umano, forse troppo.",False,OK
Sapore,174,Leggermente prevalenti,Le note sono leggermente prevalenti.,False,
Sapore,176,Non grana,Non presenta note di grana.,False,OK
Sapore,178,Leggera prevalenza,C'è una leggera prevalenza di sapori.,False,
Sapore,180,Riequilibrare nel complesso senza prevalenza... Forse note acide!,"Necessita di un riequilibrio senza prevalenze, forse con note acide.",False,OK
Sapore,189,Troppo sale,C'è troppo sale.,False,OK
Sapore,204,"Non ancora pronto, acerbo","Non è ancora pronto, risulta acerbo.",False,
Sapore,205,Nostrano,È un formaggio nostrano.,False,OK
Sapore,220,Acerbo,È acerbo.,False,OK
Sapore,222,Amati prevale un po',Il sapore di Amati prevale un po'.,False,OK
Sapore,239,Nostrano,È un formaggio nostrano.,False,OK
Sapore,240,Nostrano,È un formaggio nostrano.,False,OK
Sapore,254,Equilibrio travi gusti,C'è un equilibrio tra i gusti.,False,OK
Sapore,266,"Equilibrio strano, poco carattere",L'equilibrio è strano e ha poco carattere.,False,OK
Sapore,272,"Scarno, non pieno",È scarno e non pieno.,False,OK
Sapore,279,Sapidità  assente o debole,La sapidità è assente o debole.,False,OK
Sapore,280,Ha quella nota in più,Ha una nota in più.,False,
Sapore,283,Forse voto troppo alto,Forse ho dato un voto troppo alto.,False,
Sapore,301,Leggermente contrastante,Il sapore è leggermente contrastante.,False,OK
Sapore,302,"Molto squilibrato,",Il formaggio risulta molto squilibrato.,False,OK
Sapore,303,Non sembra grana,Non sembra un formaggio grana.,False,OK
Sapore,304,NOSTRANO,È un formaggio nostrano.,False,OK
Sapore,311,Non grana,Non è un formaggio grana.,False,OK
Sapore,315,Imperfezioni leggere,Ci sono leggere imperfezioni.,False,
Sapore,316,Perde in equilibrio,Perde in equilibrio.,False,OK
Sapore,318,Insipido!,È insipido!,False,OK
Sapore,319,Piatto,Il sapore è piatto.,False,OK
Sapore,320,"Un po’ disturba…,",Un po' disturba.,False,
Sapore,365,sale,Sapore di sale.,False,OK
Sapore,374,troppo salata!!,Troppo salato!,False,OK
Sapore,405,grasso,Grasso.,False,OK
Sapore,423,troppo sale,Troppo salato.,False,OK
Sapore,478,abb equilib,Abbastanza equilibrato.,False,OK
Sapore,503,bruciato,Bruciato.,False,OK
Sapore,507,"difforme, positivo a zone meno in altre","Difforme, positivo a zone e meno in altre.",False,
Sapore,514,bruciato,Bruciato.,False,OK
Sapore,561,"Non male, ma poco caratteristico","Non male, ma poco caratteristico.",False,
Sapore,595,equilibrio tra le diverse nte,Buon equilibrio tra le diverse note.,False,OK
Sapore,603,manca la componente salata,Manca la componente salata.,False,OK
Sapore,607,bassa sapidita' poca persistenza,Bassa sapidità e poca persistenza.,False,OK
Sapore,649,troppppppo sale,C'è troppo sale.,False,OK
Sapore,725,medio equilibrio,Presenta un equilibrio medio.,False,OK
Sapore,740,salatino...,Ha un sapore salatino.,False,OK
Sapore,750,pizzica,Pizzica.,False,OK
Sapore,790,nulla domina,Nessun sapore domina.,False,OK
Sapore,802,acida,Il formaggio è acido.,False,OK
Sapore,824,salatissimo,È salatissimo.,False,OK
Sapore,833,cotto,Cotto.,False,OK
Sapore,857,molto cotto,Molto cotto.,False,OK
Sapore,886,"sale, sale, sale. acidita' elevata. Squilibrato","Sale, sale, sale. Acidità elevata, squilibrato.",False,OK
Sapore,893,legermente acidulo,Leggermente acidulo.,False,OK
Sapore,918,formaggio cotto,Si tratta di un formaggio cotto.,False,OK
Sapore,960,crosta di formaggio,Si nota la crosta di formaggio.,False,OK
Sapore,963,sapidit' eccessiva e acidulo,Ha un'eccessiva sapidità e un sapore acidulo.,False,OK
Sapore,970,crosta di formaggio,Presenta una crosta di formaggio.,False,OK
Sapore,980,latte e burro,Si avvertono note di latte e burro.,False,OK
Sapore,1003,"scarso di sale, formaggio cotto",È scarso di sale e ha un sapore di formaggio cotto.,False,OK
Sapore,1058,troppo sale. peccato perch[ il gusto sarebbe molto pieno,"C'è troppo sale, peccato perché il gusto sarebbe molto pieno.",False,OK
Sapore,1077,manca di sale,Manca di sale.,False,OK
Sapore,1085,"crosta di formaggio, pane tostato",Sento la crosta di formaggio e il pane tostato.,False,OK
Sapore,1150,"sale, sale ,sale. dietro poco","Dominanza di sale, con poco altro.",False,OK
Sapore,1168,"acidulo, carente di sale",Acidulo e carente di sale.,False,OK
Sapore,1193,un po- troppo sale,Un po' troppo salato.,False,OK
Sapore,1224,nostrano,Nostrano.,False,OK
Sapore,1241,c'è tutto anche il piccantino,"C'è tutto, anche un accenno di piccante.",False,OK
Sapore,1243,acidulo,Acidulo.,False,OK
Sapore,1269,acidulo,Acidulo.,False,OK
Sapore,1338,"presenza di acidit', quasi rinfrescante, difettoso","Presenza di acidità, quasi rinfrescante, difettoso.",False,OK
Sapore,1367,equilibrio di sapori non tipico del grana,L'equilibrio dei sapori non è tipico del grana.,False,OK
Sapore,1371,salatissimo,Il formaggio è molto salato.,False,OK
Sapore,1397,sapidità eccessiva,C'è un'eccessiva sapidità.,False,OK
Sapore,1398,pizzica troppo,Pizzica troppo.,False,OK
Sapore,1470,latte e alla fine crosta,Sapore di latte e alla fine crosta.,False,OK
Sapore,1490,salatino...,Salatino.,False,OK
Sapore,1500,pizzica,Pizzica.,False,OK
Sapore,1546,"Non sgradevole, ma non lo riconosco come grana. troppo forti odori e consistenze","Non è sgradevole, ma non lo riconosco come grana; ha odori e consistenze troppo forti.",False,
