id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista,peso
771,OK,È presente una striscia più scura parallela a un piatto.,Striscia più scura parallela ad un piatto,Striscia più scura parallela ad un piatto,2018,C0N,TG_19,1.0
772,OK,"La colorazione tende al chiaro ed è omogenea, mostrando una buona qualità.",Colorazione  tendente al chiaro e omogenea,Colorazione  tendente al chiaro e omogenea,2018,C0N,TG_24,1.0
773,OK,"Il campione presenta un colore tendenzialmente chiaro e omogeneo, senza variazioni evidenti nella tonalità.",Colore tendenzialmente chiaro e omogeneo,Colore tendenzialmente chiaro e omogeneo,2018,C0N,TG_26,1.0
774,OK,Il campione è decisamente carico.,Decisamente carico,Decisamente carico,2018,C0A,Q_02,1.0
775,OK,Il campione presenta un colore carico grigiastro.,Carico grigiastro,Carico grigiastro,2018,C0A,Q_09,1.0
776,OK,"Il campione ha un colore giallo paglierino non proprio chiaro, con note tendenti al verde grigiastro.",Giallo paglierino non proprio chiaro con note tendenti al verde grigiastro,Giallo paglierino non proprio chiaro con note tendenti al verde grigiastro,2018,C0A,Q_10,1.0
777,OK,"Il colore è carico, ma abbastanza omogeneo.","Il colore è carico, ma abbastanza omogeneo","Il colore è carico, ma abbastanza omogeneo",2018,C0A,TG_04,1.0
778,OK,Il campione presenta un colore giallo carico.,Giallo carico,Giallo carico,2018,C0A,TG_11,1.0
779,OK,"Il campione è carico, leggermente più scuro al centro.",Carico leggermente più scuro al centro,Carico leggermente più scuro al centro,2018,C0A,TG_13,1.0
780,OK,"Il campione è intenso, con un colore più marcato al centro.","Intenso, più marcato al centro","Intenso, più marcato al centro",2018,C0A,TG_19,1.0
781,FUORI_ATTRIBUTO,Scuro e non uniforme.,Scuro non uniforme,Scuro non uniformeorme,2018,C0A,TG_26,1.0
782,OK,"Il campione presenta una pasta di colore giallo carico, più chiaro verso un piatto.",Giallo carico più chiaro sotto un piatto,Giallo carico più chiaro sotto un piatto,2018,C0C,Q_09,1.0
783,OK,"Il campione mostra un colore giallo paglierino chiaro, uniforme e privo di imperfezioni.",Giallo paglierino chiaro uniforme,Giallo paglierino chiaro uniformeorme,2018,C0C,Q_10,1.0
784,FUORI_ATTRIBUTO,Più chiaro verso un piatto e i due scalzi.,Più chiaro verso 1 piatto e i 2 scalzi,Più chiaro verso 1 piatto e i 2 scalzi,2018,C0C,TG_04,1.0
785,OK,"Il campione presenta una pasta di colore carico, leggermente più scuro al centro.",Carico leggermente più scuro al centro,Carico leggermente più scuro al centro,2018,C0C,TG_13,1.0
786,FUORI_ATTRIBUTO,Alone centrale.,"Alone centrale,","Alone centrale,",2018,C0C,TG_19,1.0
787,OK,"Il campione presenta una pasta di colore non uniforme, con un alone più scuro.",Colore non uniforme alone più scuro,Colore non uniformeorme alone più scuro,2018,C0C,TG_26,1.0
788,CONFORME,"Il campione risulta conforme agli standard, con una pasta di colore chiaro e uniforme.",Carico,Carico,2018,C0G,Q_09,0.5
789,OK,Il campione presenta una pasta di colore giallo paglierino scuro.,Giallo paglierino scuro,Giallo paglierino scuro,2018,C0G,Q_10,1.0
790,OK,"Il campione presenta una pasta omogenea, anche se saturo.",Omogeneo anche se saturo,Omogeneo anche se saturo,2018,C0G,TG_04,1.0
791,FUORI_ATTRIBUTO,Giallo.,Giallo,Giallo,2018,C0G,TG_11,1.0
792,OK,Il campione presenta una pasta di colore intenso ma omogeneo.,Intenso ma omogeneo,Intenso ma omogeneo,2018,C0G,TG_19,1.0
793,FUORI_ATTRIBUTO,"Il colore è scuro, ma non del tutto uniforme.",Scuro non del tutto uniforme,Scuro non del tutto uniformeorme,2018,C0G,TG_26,1.0
794,CONFORME,"Il campione è conforme, presentando una pasta di colore chiaro e omogeneo.",Carico,Carico,2018,C0M,Q_02,0.5
795,OK,Il campione presenta una pasta di colore giallo molto carico.,Giallo molto carico,Giallo molto carico,2018,C0M,Q_09,1.0
796,OK,"Il campione presenta una pasta chiara verso gli scalzi, più carico al centro, anche se non molto saturo.","Chiaro verso gli scalzi, più  carico al centro, anche se non molto saturo","Chiaro verso gli scalzi, più  carico al centro, anche se non molto saturo",2018,C0M,TG_04,1.0
797,OK,Il campione presenta una pasta un po' carica ma omogenea.,Un po' carico ma omogeneo,Un po' carico ma omogeneo,2018,C0M,TG_13,1.0
798,OK,Il campione presenta una pasta di colore molto intenso.,Molto intenso,Molto intenso,2018,C0M,TG_19,1.0
799,OK,Il campione presenta una pasta di colore molto scuro.,Molto scuro,Molto scuro,2018,C0M,TG_26,1.0
800,OK,Il campione presenta una fascia più chiara sotto un piatto e una macchia rosa visibile sul segno del coltello centrale.,Fascia più chiara sotto un piatto e macchia rosa visibile  sul segno del coltello centrale,Fascia più chiara sotto un piatto e macchia rosa visibile  sul segno del coltello centrale,2018,C0O,Q_09,1.0
801,OK,"Il campione presenta una pasta di colore giallo paglierino chiaro, uniforme e priva di macchie.",Giallo paglierino chiaro omogeneo,Giallo paglierino chiaro omogeneo,2018,C0O,Q_10,1.0
802,OK,"Il campione mostra una pasta paglierino con una frattura scalza, leggermente più carica verso il centro.","Paglierino verso un piatto fino a metà  scalzo, appena più carico verso il cuore","Paglierino verso un piatto fino a metà  scalzo, appena più carico verso il cuore",2018,C0O,TG_04,1.0
803,OK,"Il campione ha una colorazione chiara e omogenea, senza segni di disomogeneità.",Chiaro omogeneo,Chiaro omogeneo,2018,C0O,TG_19,1.0
804,FUORI_ATTRIBUTO,Il colore è chiaro con un alone centrale.,Chiaro alone centrale,Chiaro alone centrale,2018,C0O,TG_26,1.0
805,OK,Il campione ha un colore leggermente rosato ma uniforme.,Colore leggermente rosato ma unif,Colore leggermente rosato ma uniforme,2018,C0Q,Q_09,1.0
806,OK,"Il campione è di colore chiaro, quasi uniforme, con lievi sfumature grigie che non penalizzano.","Chiaro, quasi omogeneo. A tratti tira al grigio, ma non penalizzo","Chiaro, quasi omogeneo. A tratti tira al grigio, ma non penalizzo",2018,C0Q,TG_04,1.0
807,CONFORME,"Il campione si presenta con una pasta chiara, conforme agli standard di qualità.",Chiara,Chiara,2018,C0Q,TG_19,0.5
808,OK,Il campione è di colore chiaro e abbastanza uniforme.,Chiaro abbastanza unif,Chiaro abbastanza uniforme,2018,C0Q,TG_26,1.0
809,OK,Il campione mostra un colore decisamente carico al centro.,Decisamente carico al centro,Decisamente carico al centro,2018,C0A,Q_02,1.0
810,OK,Il campione presenta un evidente alone scuro che segue la frattura.,Evidente alone scuro che segue la frattura,Evidente alone scuro che segue la frattura,2018,C0A,Q_09,1.0
811,OK,"Il campione è molto saturo nella parte centrale, più chiaro verso il piatto e nei due scalzi.",Molto saturo nella parte centrale. Più  Chiaro verso piatto e 2 scalzi,Molto saturo nella parte centrale. Più  Chiaro verso piatto e 2 scalzi,2018,C0A,TG_04,1.0
812,OK,L'alone centrale è nettamente più scuro.,Alone  centrale nettamente più  scuro,Alone  centrale nettamente più  scuro,2018,C0A,TG_12,1.0
813,OK,Il campione presenta un colore più scuro al centro.,Colore più scuro al centro,Colore più scuro al centro,2018,C0A,TG_13,1.0
814,OK,Il campione mostra un alone centrale scuro.,Alone centrale scuro,Alone centrale scuro,2018,C0A,TG_14,1.0
815,OK,"L'alone centrale è più scuro, mentre sotto il piatto è più chiaro.","Alone centrale, sotto un piatto è più chiara","Alone centrale, sotto un piatto è più chiara",2018,C0A,TG_19,1.0
816,OK,È evidente la presenza di un alone centrale più scuro.,Evidente  presenza  di alone centrale  più scuro,Evidente  presenza  di alone centrale  più scuro,2018,C0A,TG_20,1.0
817,OK,Il campione è di colore medio con zone verdi e un centro più scuro.,Medio con zone verdi e centro più scuro,Medio con zone verdi e centro più scuro,2018,C0A,TG_24,1.0
818,OK,Il campione presenta un alone giallo carico centrale.,Alone giallo carico centrale,Alone giallo carico centrale,2018,C0A,TG_26,1.0
819,OK,Il campione mostra un alone carico centrale.,Alone carico centrale,Alone carico centrale,2018,C0C,Q_02,1.0
820,OK,Il campione è di colore carico grigiastro con una fascia più chiara sotto un piatto.,Carico grigiastro con fascia più chiara sotto un piatto,Carico grigiastro con fascia più chiara sotto un piatto,2018,C0C,Q_09,1.0
821,FUORI_ATTRIBUTO,"Il colore non è saturo, è appena più chiaro verso un piatto e uno scalzo.",Colore non saturo appena più  Chiaro verso un piatto e uno scalzo,Colore non saturo appena più  Chiaro verso un piatto e uno scalzo,2018,C0C,TG_04,1.0
822,OK,"Il campione presenta una pasta di colore bruno, uniforme e priva di macchie.",Colore della pasta tendente al bruno,Colore della pasta tendente al bruno,2018,C0C,TG_13,1.0
823,OK,Il campione mostra una pasta di colore giallo carico con un alone centrale più scuro.,Giallo carico con alone centrale più scuro,Giallo carico con alone centrale più scuro,2018,C0C,TG_14,1.0
824,OK,"Il campione ha una pasta di colore intenso, degradante verso un piatto.","Intenso, degradante verso un piatto","Intenso, degradante verso un piatto",2018,C0C,TG_19,1.0
825,OK,"Il campione presenta una pasta di colore carico, quasi nocciola, ma abbastanza uniforme.",Carico  quasi  nocciola ma abbastanza  omogeneo,Carico  quasi  nocciola ma abbastanza  omogeneo,2018,C0C,TG_20,1.0
826,OK,"Il campione ha una pasta di colore medio chiaro, con aree verdognole verso gli scalzi.",Medio chiaro ma con aree verdognole verso gli scalzi,Medio chiaro ma con aree verdognole verso gli scalzi,2018,C0C,TG_24,1.0
827,OK,Il campione mostra una pasta omogenea ma molto carica.,Omogeneo  ma molto carico,Omogeneo  ma molto carico,2018,C0C,TG_26,1.0
828,OK,Il campione presenta un alone evidente rosato con fascia e macchie in prossimità di un piatto.,Alone evidente rosato con fascia  e macchie in prossimità di un puatto,Alone evidente rosato con fascia  e macchie in prossimità di un puatto,2018,C0D,Q_09,1.0
829,OK,"Il campione ha un colore più carico al centro e ulteriormente carico in certe zone, virando quasi al rosa.",Più  carico al centro è ulteriormente più  carico in certe zone. Sembra quasi virare al rosa talmente intenso é il giallo,Più  carico al centro è ulteriormente più  carico in certe zone. Sembra quasi virare al rosa talmente intenso é il giallo,2018,C0D,TG_04,1.0
830,OK,Il campione presenta macchie rosa visibili.,Macchie rosa,Macchie rosa,2018,C0D,TG_12,1.0
831,OK,"Il campione ha una pasta dal colore bruno, uniforme e priva di macchie.",Pasta dal colore bruno,Pasta dal colore bruno,2018,C0D,TG_13,1.0
832,OK,Il campione mostra un alone centrale più carico con macchie rosate.,Alone centrale più carico con macchie rosate,Alone centrale più carico con macchie rosate,2018,C0D,TG_14,1.0
833,OK,Il campione presenta un grande alone centrale con striscia nocciola.,Grande alone centrale con striscia nocciola,Grande alone centrale con striscia nocciola,2018,C0D,TG_19,1.0
834,OK,Il campione ha macchie rosa visibili.,Macchie  rosa visibili,Macchie  rosa visibili,2018,C0D,TG_20,1.0
835,OK,Il campione presenta una pasta di colore giallo piuttosto carico e omogeneo.,Giallo piuttosto carico omogeneo,Giallo piuttosto carico omogeneo,2018,C0D,TG_24,1.0
836,OK,Il campione mostra un alone carico centrale.,Alone carico centrale,Alone carico centrale,2018,C0D,TG_26,1.0
837,OK,Il campione ha una colorazione carica al centro.,Colorazione carica al centro,Colorazione carica al centro,2018,C0H,Q_02,1.0
838,OK,Il campione presenta un alone centrale accentuato dalla frattura.,Alone centrale accentuatondalla frattura,Alone centrale accentuatondalla frattura,2018,C0H,Q_09,1.0
839,OK,"Il campione è appena più carico verso il centro, con tonalità poco sature.","Appena più  carico verso il centro, comunque tonalità  poco sature","Appena più  carico verso il centro, comunque tonalità  poco sature",2018,C0H,TG_04,1.0
840,FUORI_ATTRIBUTO,C'è un leggero alone centrale.,Legg  alone  centrale,Legg  alone  centrale,2018,C0H,TG_12,1.0
841,OK,Il campione presenta una pasta di colore giallo chiaro con un alone centrale più scuro.,Giallo chiaro con alone più scuro,Giallo chiaro con alone più scuro,2018,C0H,TG_14,1.0
842,OK,Il campione mostra un colore intenso con un grande alone centrale.,Intenso e grande alone centrale,Intenso e grande alone centrale,2018,C0H,TG_19,1.0
843,OK,"Il campione presenta un colore più carico al centro, con lievi ombre rosate.","Più carico  al centro, lievi ombre rosate","Più carico  al centro, lievi ombre rosate",2018,C0H,TG_20,1.0
844,OK,"Il campione presenta un colore giallo saturo, abbastanza omogeneo e privo di macchie.",Giallo saturo abbastanza omogeneo,Giallo saturo abbastanza omogeneo,2018,C0H,TG_24,1.0
845,OK,"Il campione mostra un colore giallo verso carico, poco uniforme.",Giallo vs carico poco uniforme,Giallo verso carico poco uniformeorme,2018,C0H,TG_26,1.0
846,FUORI_ATTRIBUTO,"La colorazione tende al rosato, ma non è evidente al centro; il colore è disomogeneo.",Colorazione tendente al rosato non evidente al centro Colore disomogeneo,Colorazione tendente al rosato non evidente al centro Colore disomogeneo,2018,C0N,Q_02,1.0
847,OK,Il campione presenta un colore rosato al centro con macchie.,Colore in centro rosato con macchie,Colore in centro rosato con macchie,2018,C0N,Q_09,1.0
848,OK,Il campione mostra un colore molto carico in certe zone.,In certe zone molto carico,In certe zone molto carico,2018,C0N,TG_04,1.0
849,OK,Il campione presenta un colore della pasta un po' a fasce.,Colore della pasta un po' a fasce,Colore della pasta un po' a fasce,2018,C0N,TG_13,1.0
850,OK,Il campione presenta un colore giallo chiaro con aloni rosa centrali.,Giallo chiaro con aloni rosa centrali,Giallo chiaro con aloni rosa centrali,2018,C0N,TG_14,1.0
851,OK,Il campione presenta diverse macchie rosa.,Diverse macchie rosa,Diverse macchie rosa,2018,C0N,TG_19,1.0
852,OK,"Il campione mostra un colore abbastanza carico ed omogeneo, con presenza di aloni rosa.","Colore abbastanza carico  ed omogeneo, presenza  di aloni rosa","Colore abbastanza carico  ed omogeneo, presenza  di aloni rosa",2018,C0N,TG_20,1.0
853,OK,Il campione presenta un colore giallo chiaro omogeneo verso paglierino.,Giallo chiaro omogeneo  verso paglierino,Giallo chiaro omogeneo  verso paglierino,2018,C0N,TG_24,1.0
854,ILLEGGIBILE,,Avv uniforme gialla,Avv uniformeorme gialla,2018,C0N,TG_26,1.0
855,OK,"Il campione presenta un colore chiaro, leggermente alonato al centro.",Chiaro e Leggermente alonato al centro,Chiaro e Leggermente alonato al centro,2018,C0Q,Q_02,1.0
856,OK,Il campione mostra un colore chiaro con un leggero alone.,Chiaro a con leggero alone,Chiaro a con leggero alone,2018,C0Q,Q_09,1.0
857,OK,"Il campione presenta una base paglierino, appena più carico al centro.","Base paglierino, appena più  carico al centro.","Base paglierino, appena più  carico al centro.",2018,C0Q,TG_04,1.0
858,OK,"Il campione mostra un colore chiaro e omogeneo, senza variazioni evidenti.","Chiaro,omogeneo","Chiaro,omogeneo",2018,C0Q,TG_12,1.0
859,OK,"Il campione ha una colorazione chiara ed omogenea, conforme agli standard.",Colore chiaro ed omogeneo,Colore chiaro ed omogeneo,2018,C0Q,TG_13,1.0
860,OK,"Il campione presenta un colore chiaro, abbastanza omogeneo e privo di imperfezioni.",Chiaro abbastanza omogeneo,Chiaro abbastanza omogeneo,2018,C0Q,TG_19,1.0
861,OK,"Il campione è abbastanza omogeneo, con una colorazione chiara e non molto carica.","Abbastanza  omogeneo, non molto  carico","Abbastanza  omogeneo, non molto  carico",2018,C0Q,TG_20,1.0
862,OK,La pasta è omogenea e tende a un colore giallo chiaro.,Omogeneo  tendente al giallo chiaro,Omogeneo  tendente al giallo chiaro,2018,C0Q,TG_24,1.0
863,OK,La pasta è chiara ma presenta una leggera carica al centro.,Chiaro ma leggermente carico al centro,Chiaro ma leggermente carico al centro,2018,C0H,Q_02,1.0
864,FUORI_ATTRIBUTO,"Il colore è chiaro con un alone che sembra una macchia, ma è difficile da valutare per la frattura.",Chiaro con alone sembra una macchia risata ma difficile per la frattura,Chiaro con alone sembra una macchia rosata ma difficile per la frattura,2018,C0H,Q_09,1.0
865,OK,"Su una base chiara, paglierina, si diffonde un tono lievemente più carico al centro.","Su una base chiara, paglierina, si diffonde un tono lievemente più  carico al centro","Su una base chiara, paglierina, si diffonde un tono lievemente più  carico al centro",2018,C0H,TG_04,1.0
866,OK,La pasta varia dal giallo verde chiaro al giallo paglierino.,Dal giallo verde chiaro a giallo paglierino,Dal giallo verde chiaro a giallo paglierino,2018,C0H,TG_14,1.0
867,OK,Presenta un leggero alone e una macchia rosata molto leggera.,Leggero alone e leggerissima macchia rosata,Leggero alone e leggerissima macchia rosata,2018,C0H,TG_19,1.0
868,OK,"Il campione è giallo paglierino, abbastanza omogeneo, non troppo carico, con un lieve alone rosato poco visibile.","Giallo paglierino  abbastanza  omogeneo, non troppo carico, lieve alone rosato poco visibile","Giallo paglierino  abbastanza  omogeneo, non troppo carico, lieve alone rosato poco visibile",2018,C0H,TG_20,1.0
869,OK,La pasta è chiara con un alone centrale più scuro.,Chiara alone centrale più scuro,Chiara alone centrale più scuro,2018,C0H,TG_26,1.0
870,OK,La pasta è omogeneamente paglierino e scarico.,Omogeneamente paglierino scarico,Omogeneamente paglierino scarico,2018,C0H,TG_35,1.0
871,FUORI_ATTRIBUTO,Il colore è arancio.,Arancio,Arancio,2018,C0N,Q_02,1.0
872,OK,La pasta è di un giallo molto carico ma uniforme.,Giallo Molto carico ma uniforme,Giallo Molto carico ma uniformeorme,2018,C0N,Q_09,1.0
873,OK,La pasta è omogeneamente gialla e carica.,Omogeneamente giallo carico,Omogeneamente giallo carico,2018,C0N,TG_04,1.0
874,OK,La pasta è carica ma omogenea.,Carico ma omogeneo,Carico ma omogeneo,2018,C0N,TG_13,1.0
875,OK,"La pasta è gialla, uniforme e non carica.",Giallo uniforme non carico,Giallo uniformeorme non carico,2018,C0N,TG_14,1.0
876,OK,La pasta è intensa con un alone leggero.,Intenso con alone  leggero,Intenso con alone  leggero,2018,C0N,TG_19,1.0
877,OK,La pasta è abbastanza omogenea ma carica.,Abbastanza  omogeneo  ma carico,Abbastanza  omogeneo  ma carico,2018,C0N,TG_20,1.0
878,OK,"La pasta è di un giallo intenso al centro, tendente al grigio rosa.",Giallo intenso al centro tendente al grigio rosa,Giallo intenso al centro tendente al grigio rosa,2018,C0N,TG_26,1.0
879,OK,"La pasta è omogenea e paglierina, carica.",Omogeneo paglierino carico,Omogeneo paglierino carico,2018,C0N,TG_35,1.0
880,OK,"La colorazione è chiara, leggermente più carica al centro.",Colorazione chiara leggermente più carica al centro,Colorazione chiara leggermente più carica al centro,2018,C0Q,Q_02,1.0
881,OK,Il campione presenta una pasta di colore chiaro con un lieve alone centrale e una leggera macchia rosata.,Colore chiaro con leggero alone centrale una leggera macchia rosa,Colore chiaro con leggero alone centrale una leggera macchia rosa,2018,C0Q,Q_09,1.0
882,OK,"Il campione ha un colore chiaro, tendente al paglierino, e risulta abbastanza omogeneo.","Colore chiaro, tendente al paglierino. Abbastanza omogeneo","Colore chiaro, tendente al paglierino. Abbastanza omogeneo",2018,C0Q,TG_04,1.0
883,OK,"Il campione ha una pasta molto chiara con alcune macchioline rosate leggere, visibili ma non invasive.",Colore molto chiaro. C'è qualche macchiolina rosata leggera ma visibile.,Colore molto chiaro. C'è qualche macchiolina rosata leggera ma visibile.,2018,C0Q,TG_13,1.0
884,OK,Il campione presenta un colore giallo chiaro tendente al verde-grigio.,Giallo chiaro tendente al verde/grigio,Giallo chiaro tendente al verde/grigio,2018,C0Q,TG_14,1.0
885,OK,Il campione mostra qualche piccola macchia rosata leggera su uno sfondo chiaro.,Qualche piccola macchia rosata leggera leggera su sfondo chiaro,Qualche piccola macchia rosata leggera leggera su sfondo chiaro,2018,C0Q,TG_19,1.0
886,OK,Il campione non è troppo carico e presenta una pasta omogenea.,"Non troppo carico, omogeneo","Non troppo carico, omogeneo",2018,C0Q,TG_20,1.0
887,OK,Il campione ha un colore chiaro uniforme.,Colore chiaro uniforme,Colore chiaro uniformeorme,2018,C0Q,TG_26,1.0
888,FUORI_ATTRIBUTO,La struttura della pasta presenta una grande zona spugnosa e il colore è omogeneamente paglierino scarico.,Struttura della pasta: Grande zona spugnosa Colore della pasta: omogeneamente paglierino scarico,Struttura della pasta: Grande zona spugnosa Colore della pasta: omogeneamente paglierino scarico,2018,C0Q,TG_35,1.0
889,OK,Il campione presenta un colore più carico al centro.,Più carico al centro,Più carico al centro,2018,C0D,Q_02,1.0
890,OK,"Il campione mostra un evidente alone scuro che tende al rosato nelle zone centrali, accompagnato da una fitta microocchiatura.",Evidente  alone scuro che tende al rosato nelle zone centrali con la fitta microocchiatura,Evidente  alone scuro che tende al rosato nelle zone centrali con la fitta microocchiatura,2018,C0D,Q_09,1.0
891,OK,"Il campione mostra una colorazione chiara ed omogenea, conforme agli standard.",Chiaro ed omogeneo,Chiaro ed omogeneo,2018,C0D,TG_04,1.0
892,CONFORME,"Il campione presenta una colorazione omogenea, conforme alle aspettative.",Colorazione omogenea,Colorazione omogenea,2018,C0D,TG_05,0.5
893,OK,Il campione ha un colore giallo paglierino.,Giallo paglierino,Giallo paglierino,2018,C0D,TG_11,1.0
894,OK,"Il campione presenta un colore più carico al centro, tendente al rosa.",Al centro più carico tendente al rosa,Al centro più carico tendente al rosa,2018,C0D,TG_15,1.0
895,OK,Il campione ha un colore giallo omogeneo e abbastanza carico.,Giallo omogeneo abbastanza carico,Giallo omogeneo abbastanza carico,2018,C0D,TG_20,1.0
896,OK,Il campione presenta una colorazione omogenea con tonalità di giallo carico.,Colorazione omogenea con tonalità giallo carico,Colorazione omogenea con tonalità giallo carico,2018,C0D,TG_24,1.0
897,FUORI_ATTRIBUTO,"Il colore è chiaro e uniforme, con macchie.",Chiara uniforme  macchie risa,Chiara uniformeorme  macchie risa,2018,C0D,TG_26,1.0
898,OK,Il campione presenta un carico non accentuato.,Carico non accentuato,Carico non accentuato,2018,C0E,Q_02,1.0
899,OK,Il campione ha un colore chiaro e uniforme.,Colore chiaro e uniforme,Colore chiaro e uniformeorme,2018,C0E,Q_09,1.0
900,OK,Il campione presenta una pasta omogenea e poco satura.,Omogenea poco satura,Omogenea poco satura,2018,C0E,TG_04,1.0
901,CONFORME,"Il campione si presenta con una pasta di colore paglierino, conforme agli standard.",Paglierino,Paglierino,2018,C0E,TG_11,0.5
902,FUORI_ATTRIBUTO,"Ci sono zone leggermente rosa al centro, mentre la pasta è giallo chiaro.","Zone leggermente rosa al centro, pasta giallo  chiaro","Zone leggermente rosa al centro, pasta giallo  chiaro",2018,C0E,TG_15,1.0
903,OK,"Il campione presenta una pasta abbastanza omogenea, con una carica di colore marcata.",Abbastanza omogeneo ma carico,Abbastanza omogeneo ma carico,2018,C0E,TG_20,1.0
904,OK,"Il campione presenta una pasta tendenzialmente gialla chiara, omogenea e priva di macchie.",Tendenzialmente gialla chiara omogenea,Tendenzialmente gialla chiara omogenea,2018,C0E,TG_24,1.0
905,CONFORME,"Il campione ha una colorazione chiara, conforme alle normative di qualità.",Chiaro,Chiaro,2018,C0E,TG_26,0.5
906,OK,"Al centro, la colorazione paglierina è leggermente più accentuata.",Al centro colorazione paglierina leggermente più accentuata,Al centro colorazione paglierina leggermente più accentuata,2018,C0G,Q_02,1.0
907,OK,Il campione presenta una pasta omogenea tendente al paglierino.,Omogeneo tendente al paglierino,Omogeneo tendente al paglierino,2018,C0G,TG_04,1.0
908,OK,Il campione presenta un colore uniforme.,Colore uniforme,Colore uniformeorme,2018,C0G,TG_11,1.0
909,FUORI_ATTRIBUTO,Il centro presenta una zona rosacea.,Centro zona rosacea,Centro zona rosacea,2018,C0G,TG_15,1.0
910,OK,"Il campione è omogeneo ma carico, con la presenza di qualche lieve alone.","Omogeneo ma carico, forse con qualche alone","Omogeneo ma carico, forse con qualche alone",2018,C0G,TG_20,1.0
911,OK,Il campione è omogeneo e presenta un colore giallo carico.,Omogeneo  giallo carico carico,Omogeneo  giallo carico carico,2018,C0G,TG_24,1.0
912,FUORI_ATTRIBUTO,"Il colore è più scuro al centro, ma tende al chiaro.",Leggi più scuro al centro ma tende al cgiaro,Leggi più scuro al centro ma tende al cgiaro,2018,C0G,TG_26,1.0
913,OK,Il campione presenta un alone leggero di colore rosato e una macchia rosata.,Alone leggero on corona rodata e una macchia rosata,Alone leggero on corona rosata e una macchia rosata,2018,C0D,Q_09,1.0
914,OK,"Al centro e verso un piatto, il campione presenta un colore più carico.",Al centro e verso 1 piatto più  carico,Al centro e verso 1 piatto più  carico,2018,C0D,TG_04,1.0
915,CONFORME,"Il campione presenta una colorazione giallina, conforme agli standard di qualità.",Giallina,Giallina,2018,C0D,TG_05,0.5
916,OK,Il campione presenta un colore giallo carico.,Giallo carico,Giallo carico,2018,C0D,TG_11,1.0
917,OK,"Il campione presenta un colore un po' carico ma omogeneo, risultando positivo.",Co!ore un po' carico ma omogeneo. Positivo,Co!ore un po' carico ma omogeneo. Positivo,2018,C0D,TG_13,1.0
918,OK,Il campione presenta un colore giallo intenso e uniforme.,Giallo intenso uniforme,Giallo intenso uniformeorme,2018,C0D,TG_14,1.0
919,OK,Il campione presenta un alone nocciola dove si verifica la rottura con fossa.,Alone nocciola dove rottura con fossa,Alone nocciola dove rottura con fossa,2018,C0D,TG_19,1.0
920,OK,Il campione è carico con un lieve alone rosato.,Carico con lieve alone rosato,Carico con lieve alone rosato,2018,C0D,TG_20,1.0
921,FUORI_ATTRIBUTO,C'è un alone più scuro centrale.,Alone più scuro centrale,Alone più scuro centrale,2018,C0D,TG_26,1.0
922,CONFORME,"Il campione è caratterizzato da un piatto più chiaro, conforme alle aspettative.",Un piatto più chiaro,Un piatto più chiaro,2018,C0D,TG_35,0.5
923,FUORI_ATTRIBUTO,Gli aloni nella zona occhiata sono evidenziati da una frattura strana.,Aloni nella zona occhiata evidenziati da frattura strana,Aloni nella zona occhiata evidenziati da frattura strana,2018,C0H,Q_09,1.0
924,OK,"Il campione è omogeneo e non carico, presentando una colorazione chiara.","Omogeneo, non carico","Omogeneo, non carico",2018,C0H,TG_04,1.0
925,CONFORME,"Il campione presenta una pasta di colore omogeneo, priva di macchie e con una frattura scalza che evidenzia una leggera microocchiatura.",Omogenea,Omogenea,2018,C0H,TG_05,0.5
926,OK,"Il campione mostra una pasta di colore carico, con una buona omogeneità e priva di disomogeneità.",Carico abbastanza  omogeneo,Carico abbastanza  omogeneo,2018,C0H,TG_12,1.0
927,OK,"Il campione presenta una pasta di colore carico tendente al bruno, con una leggera disomogeneità.",Colore carico tendente al bruno,Colore carico tendente al bruno,2018,C0H,TG_13,1.0
928,OK,"Il campione presenta una pasta di colore giallo chiaro, uniforme e priva di macchie.",Giallo chiaro,Giallo chiaro,2018,C0H,TG_14,1.0
929,FUORI_ATTRIBUTO,C'è un alone nella zona con maggiore occhiatura.,Alone nella zona con maggiore occhiatura,Alone nella zona con maggiore occhiatura,2018,C0H,TG_19,1.0
930,OK,"Il campione presenta una pasta di colore giallo omogeneo ma carico, con una leggera microocchiatura.",Giallo omogeneo ma carico,Giallo omogeneo ma carico,2018,C0H,TG_20,1.0
931,OK,"Il campione presenta una pasta chiara con macchie rosa, evidenziando una leggera disomogeneità.",Chiaro macchie rosa,Chiaro macchie rosa,2018,C0H,TG_26,1.0
932,OK,Il campione presenta una pasta omogenea di colore paglierino carico con riflesso verdognolo.,Omogenea paglierino carico con riflesso verdognolo,Omogenea paglierino carico con riflesso verdognolo,2018,C0H,TG_35,1.0
933,OK,"Il campione presenta un alone più scuro che contrasta con un piatto più chiaro, evidenziando 4 macchie rosate.","Alone più scuro che contrasta con un piatto più chiaro, 4 macchie rosate","Alone più scuro che contrasta con un piatto più chiaro, 4 macchie rosate",2018,C0L,Q_09,1.0
934,OK,"Il campione presenta un carico al centro nel tono del giallo, con una leggera microocchiatura.",Carico al centro nel tono del giallo,Carico al centro nel tono del giallo,2018,C0L,TG_04,1.0
935,OK,"Il campione presenta una pasta rosa ai bordi, con una leggera disomogeneità.",Rosa ai bordi,Rosa ai bordi,2018,C0L,TG_05,1.0
